PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_TITLE;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_ATTRIBUTEDESCRIPTION;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_LEVELOFRISK;REQUIREMENTS_ATTRIBUTES_WEIGHT;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 19:32:49.149800;2.1.5;Ensure an Azure Bastion Host Exists;Ensure Azure Bastion Host Exists;2. Attack Surface;2.1 Network;Enable Azure Bastion to securely access Azure Virtual Machines (VMs) over the internet without exposing RDP (3389/TCP) or SSH (22/TCP) ports directly to the public network. Azure Bastion provides remote access through TLS (443/TCP) while integrating with Azure Active Directory (AAD) security policies.;Using Azure Bastion eliminates the need to assign public IP addresses to VMs, reducing exposure to brute-force attacks and unauthorized access. It enhances security by enabling browser-based RDP/SSH access, leveraging Azure Active Directory controls, and supporting Multi-Factor Authentication (MFA), Conditional Access Policies, and other hardening measures for a centralized and secure access solution.;2;8;FAIL;Bastion Host from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not exist;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;network_bastion_host_exists;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;eastus;2026-07-02 19:32:49.149800;3.1.8;Ensure that Network Watcher flow logs are captured and sent to Log Analytics;Network Watcher flow logs are captured and sent to Log Analytics;3. Logging and Monitoring;3.1 Logging;Ensure that Network Watcher flow logs for supported targets, such as virtual networks and network security groups, are collected and sent to a central Log Analytics workspace for monitoring and analysis.;Capturing Network Watcher flow logs provides visibility into traffic patterns across your network, helping detect anomalies, potential lateral movement, and security threats. These logs integrate with Azure Monitor and Azure Sentinel, enabling advanced analytics and visualization for improved network security and incident response. For new deployments, prefer virtual network flow logs because NSG flow logs are on the retirement path.;4;100;FAIL;Network Watcher NetworkWatcher_eastus from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has no flow logs;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_eastus;NetworkWatcher_eastus;network_flow_log_captured_sent;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;3.1.8;Ensure that Network Watcher flow logs are captured and sent to Log Analytics;Network Watcher flow logs are captured and sent to Log Analytics;3. Logging and Monitoring;3.1 Logging;Ensure that Network Watcher flow logs for supported targets, such as virtual networks and network security groups, are collected and sent to a central Log Analytics workspace for monitoring and analysis.;Capturing Network Watcher flow logs provides visibility into traffic patterns across your network, helping detect anomalies, potential lateral movement, and security threats. These logs integrate with Azure Monitor and Azure Sentinel, enabling advanced analytics and visualization for improved network security and incident response. For new deployments, prefer virtual network flow logs because NSG flow logs are on the retirement path.;4;100;FAIL;Network Watcher NetworkWatcher_centralus from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has no flow logs;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_centralus;NetworkWatcher_centralus;network_flow_log_captured_sent;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;eastus;2026-07-02 19:32:49.149800;3.2.1;Ensure that Network Watcher flow log retention period is '0 or at least 90 days';Network Watcher flow log retention period is '0 or at least 90 days';3. Logging and Monitoring;3.2 Retention;Enable Network Watcher flow logs for supported targets, such as virtual networks and network security groups, and configure the retention period to 0 for unlimited retention or at least 90 days to capture and store IP traffic data for security monitoring and analysis.;Network Watcher flow logs provide visibility into network traffic, helping detect anomalies, unauthorized access, and potential security breaches. Retaining logs for 0 days (unlimited) or at least 90 days ensures that historical data is available for incident investigation, compliance, and forensic analysis, strengthening overall network security monitoring. For new deployments, prefer virtual network flow logs because NSG flow logs are on the retirement path.;3;10;FAIL;Network Watcher NetworkWatcher_eastus from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has no flow logs;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_eastus;NetworkWatcher_eastus;network_flow_log_more_than_90_days;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;3.2.1;Ensure that Network Watcher flow log retention period is '0 or at least 90 days';Network Watcher flow log retention period is '0 or at least 90 days';3. Logging and Monitoring;3.2 Retention;Enable Network Watcher flow logs for supported targets, such as virtual networks and network security groups, and configure the retention period to 0 for unlimited retention or at least 90 days to capture and store IP traffic data for security monitoring and analysis.;Network Watcher flow logs provide visibility into network traffic, helping detect anomalies, unauthorized access, and potential security breaches. Retaining logs for 0 days (unlimited) or at least 90 days ensures that historical data is available for incident investigation, compliance, and forensic analysis, strengthening overall network security monitoring. For new deployments, prefer virtual network flow logs because NSG flow logs are on the retirement path.;3;10;FAIL;Network Watcher NetworkWatcher_centralus from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has no flow logs;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_centralus;NetworkWatcher_centralus;network_flow_log_more_than_90_days;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;2.1.4;Ensure that HTTP(S) access from the Internet is evaluated and restricted;HTTP(S) access from the Internet is evaluated and restricted;2. Attack Surface;2.1 Network;Regularly review Network Security Groups (NSGs) for misconfigured or overly permissive HTTP(S) rules, ensuring that exposure to the internet is necessary and narrowly configured. Restrict access where it is not explicitly required.;Exposing HTTP(S) services to the internet increases the risk of brute-force attacks, credential stuffing, and exploitation of vulnerabilities in web applications or services. If compromised, an attacker can use the affected resource as a pivot point to escalate privileges, move laterally, and compromise other Azure resources within the tenant. Periodic NSG evaluations help reduce attack surfaces and enforce least privilege access.;4;100;FAIL;Security Group nsg-web-cloudguardian-lab from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has HTTP internet access allowed.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Network/networkSecurityGroups/nsg-web-cloudguardian-lab;nsg-web-cloudguardian-lab;network_http_internet_access_restricted;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;2.1.1;Ensure that RDP access from the Internet is evaluated and restricted;RDP access from the Internet is evaluated and restricted;2. Attack Surface;2.1 Network;Regularly review Network Security Groups (NSGs) for misconfigured or overly permissive rules, especially those exposing ports and protocols to the public internet. Any unnecessary exposure should be restricted to reduce security risks.;Exposing Remote Desktop Protocol (RDP) or other critical services to the internet increases the risk of brute-force attacks, which could lead to unauthorized access to Azure Virtual Machines. Compromised VMs can be used to launch attacks on other networked resources, both inside and outside Azure. Periodic NSG evaluations help minimize attack surfaces and ensure that only explicitly required access is permitted.;4;100;PASS;Security Group nsg-web-cloudguardian-lab from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has RDP internet access restricted.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Network/networkSecurityGroups/nsg-web-cloudguardian-lab;nsg-web-cloudguardian-lab;network_rdp_internet_access_restricted;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;2.1.2;Ensure that SSH access from the Internet is evaluated and restricted;SSH access from the Internet is evaluated and restricted;2. Attack Surface;2.1 Network;Regularly review Network Security Groups (NSGs) for misconfigured or overly permissive rules, particularly those exposing SSH (port 22) or other critical services to the internet. Any unnecessary exposure should be restricted to reduce security risks.;Exposing SSH over the internet increases the risk of brute-force attacks, allowing attackers to gain unauthorized access to Azure Virtual Machines. Once compromised, a VM can be used as a pivot point to attack other machines within the Azure Virtual Network or even external systems. Periodic NSG evaluations help minimize attack surfaces and ensure that only explicitly required access is permitted.;4;100;FAIL;Security Group nsg-web-cloudguardian-lab from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has SSH internet access allowed.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Network/networkSecurityGroups/nsg-web-cloudguardian-lab;nsg-web-cloudguardian-lab;network_ssh_internet_access_restricted;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;2.1.3;Ensure that UDP access from the Internet is evaluated and restricted;UDP access from the Internet is evaluated and restricted;2. Attack Surface;2.1 Network;Regularly review Network Security Groups (NSGs) for misconfigured or overly permissive UDP rules, especially those exposing UDP-based services to the internet. Any unnecessary exposure should be restricted to prevent security risks.;Exposing UDP services to the internet increases the risk of Distributed Denial-of-Service (DDoS) amplification attacks, where attackers can reflect and amplify spoofed traffic from Azure Virtual Machines. Commonly exploited UDP services include DNS, NTP, SSDP, SNMP, and CLDAP, which can be used to disrupt services or launch attacks against other networked systems inside and outside Azure. Regular NSG evaluations help minimize attack surfaces and prevent VMs from being leveraged in DDoS attacks.;4;100;PASS;Security Group nsg-web-cloudguardian-lab from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has UDP internet access restricted.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Network/networkSecurityGroups/nsg-web-cloudguardian-lab;nsg-web-cloudguardian-lab;network_udp_internet_access_restricted;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 19:32:49.149800;3.3.14;Ensure that Network Watcher is 'Enabled' for Azure Regions that are in use;Network Watcher 'Enabled' for used Regions;3. Logging and Monitoring;3.3 Monitoring;Enable Network Watcher for all Azure regions within your subscription to monitor and diagnose network activity.;Network Watcher provides network diagnostic and visualization tools that help organizations analyze traffic, troubleshoot connectivity issues, and detect anomalies. Enabling it enhances network visibility, security monitoring, and operational insights across Azure environments.;3;10;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08)': belgiumcentral, westeurope, germanynorth, southeastasia, chilecentral, indonesiacentral, southindia, jioindiacentral, centralindia, polandcentral, uaenorth, italynorth, westus2, westindia, australiacentral, ukwest, francecentral, germanywestcentral, spaincentral, malaysiawest, australiasoutheast, canadaeast, jioindiawest, eastasia, japaneast, francesouth, southafricawest, northeurope, northcentralus, mexicocentral, southcentralus, uksouth, westus3, koreacentral, austriaeast, israelcentral, qatarcentral, switzerlandnorth, westcentralus, uaecentral, norwayeast, southafricanorth, newzealandnorth, canadacentral, westus, australiaeast, swedencentral, japanwest, switzerlandwest, eastus2, denmarkeast, australiacentral2, koreasouth, brazilsouth, norwaywest, brazilsoutheast.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;network_watcher_enabled;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 19:32:49.149800;3.3.17;Ensure that Microsoft Cloud Security Benchmark policies are not set to 'Disabled';Microsoft Cloud Security Benchmark policies are not set to 'Disabled';3. Logging and Monitoring;3.3 Monitoring;Ensure that all Microsoft Cloud Security Benchmark (MCSB) policies are enabled to effectively evaluate resource configurations against best practice security recommendations.;The MCSB Policy Initiative enforces security best practices and helps ensure compliance with organizational and regulatory requirements. If a policy’s Effect is set to Disabled, it will not be evaluated, potentially preventing administrators from detecting security misconfigurations. Keeping all MCSB policies enabled allows Microsoft Defender for Cloud to assess relevant resources and provide actionable security insights to strengthen cloud security.;3;10;PASS;Policy assigment '/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Authorization/policyAssignments/SecurityCenterBuiltIn' from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) is configured with enforcement mode 'Default'.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Authorization/policyAssignments/SecurityCenterBuiltIn;SecurityCenterBuiltIn;policy_ensure_asc_enforcement_enabled;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;3.3.1;Ensure that 'Auditing' is set to 'On' ;Auditing' is set to 'On';3. Logging and Monitoring;3.3 Monitoring;Enable auditing on Azure SQL Servers to track and log database events for security and compliance purposes.;Auditing at the server level ensures that all existing and newly created databases inherit auditing policies, providing consistent monitoring across the SQL environment. It does not override database-level auditing policies but complements them. Audit logs are stored in Azure Storage, helping organizations maintain regulatory compliance, monitor database activity, and detect anomalies that may indicate security threats or operational concerns.;3;10;FAIL;SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not have any auditing policy configured.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx;sql-cloudguardian-lab-ocdhx;sqlserver_auditing_enabled;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;3.2.1;Ensure that 'Auditing' Retention is 'greater than 90 days';Auditing' Retention is 'greater than 90 days';3. Logging and Monitoring;3.2 Retention;Configure SQL Server Audit Retention to retain logs for more than 90 days to ensure long-term visibility into database activity and security events.;Maintaining audit logs for over 90 days helps detect anomalies, security breaches, and unauthorized access. Longer retention periods allow organizations to analyze historical data, support compliance requirements, and strengthen forensic investigations.;3;10;FAIL;SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has auditing disabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx;sql-cloudguardian-lab-ocdhx;sqlserver_auditing_retention_90_days;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;2.2.1;Ensure that Microsoft Entra authentication is Configured for SQL Servers;Microsoft Entra authentication is Configured for SQL Servers;2. Attack Surface;2.2 Storage;Use Microsoft Entra authentication for SQL Database to centralize identity and credential management, enhancing security and simplifying access control. By leveraging Microsoft Entra ID, organizations can manage database users, permissions, and authentication policies in a single location, reducing complexity and improving security.;Microsoft Entra authentication eliminates the need for separate SQL authentication, preventing identity sprawl and simplifying password management. It enables centralized permission management, supports token-based authentication, integrates with Active Directory Federation Services (ADFS), and enhances security with Multi-Factor Authentication (MFA). Using Entra ID authentication also eliminates the need to store passwords, enabling secure, modern authentication methods while ensuring seamless access control for users and applications.;3;10;FAIL;SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not have an Active Directory administrator.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx;sql-cloudguardian-lab-ocdhx;sqlserver_azuread_administrator_enabled;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;4.2.2;Ensure SQL server's Transparent Data Encryption (TDE) protector is encrypted with Customer-managed key;SQL server's TDE protector is encrypted with CMK;4. Encryption;4.2 At-Rest;Enable Transparent Data Encryption (TDE) with Customer-Managed Keys (CMK) to enhance control, security, and separation of duties over the TDE Protector. TDE encrypts data at rest using a database encryption key (DEK). Traditionally, DEKs were protected by Azure SQL Service-managed certificates, but with Customer-Managed Key support, the DEK can now be secured using an asymmetric key stored in Azure Key Vault. Azure Key Vault provides centralized key management, FIPS 140-2 Level 2 validated HSMs, and additional security through key and data separation. Based on business needs and data sensitivity, organizations should use Customer-Managed Keys for TDE encryption.;Using Customer-Managed Keys for TDE gives organizations full control over encryption keys, including who can access them and when. Azure Key Vault serves as a secure external key management system, ensuring that TDE encryption keys remain protected from unauthorized access. When configured, the asymmetric key is set at the server level and inherited by all databases under that server, providing consistent encryption management across the environment.;3;10;FAIL;SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has TDE disabled without CMK.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx;sql-cloudguardian-lab-ocdhx;sqlserver_tde_encrypted_with_cmk;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;4.2.3;Ensure that 'Data encryption' is set to 'On' on a SQL Database;Data encryption' is set to 'On' on a SQL Database;4. Encryption;4.2 At-Rest;Enable Transparent Data Encryption (TDE) on all Azure SQL Servers to ensure real-time encryption and decryption of databases, backups, and transaction logs at rest. TDE operates seamlessly without requiring modifications to applications.;TDE helps protect Azure SQL Databases from unauthorized access and malicious activity by encrypting data at rest. This ensures that database files, backups, and logs remain secure, reducing the risk of data breaches while maintaining operational transparency.;3;10;PASS;Database sqldb-cloudguardian-lab from SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has TDE enabled;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx/databases/sqldb-cloudguardian-lab;sqldb-cloudguardian-lab;sqlserver_tde_encryption_enabled;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;2.2.10;Ensure no Azure SQL Databases allow ingress from 0.0.0.0/0;Azure SQL Databases do not allow ingress from 0.0.0.0/0;2. Attack Surface;2.2 Storage;Ensure that Azure SQL Databases do not allow ingress from 0.0.0.0/0 (ANY IP), as this would expose them to the public internet. Azure SQL Server includes a firewall that blocks unauthorized connections by default, but it allows defining more granular IP address rules to restrict access. Allowing 0.0.0.0/0 effectively grants open access, increasing security risks.;Leaving Azure SQL firewall rules open to ANY IP significantly increases the attack surface, making databases vulnerable to brute-force attacks and unauthorized access. Instead, firewall rules should be restricted to specific, trusted IP ranges from known datacenters or internal resources. Additionally, enabling Allow Azure services and resources to access this server could allow access from outside your organization’s subscription or region, potentially bypassing SQL Server’s network ACLs and exposing the database to malicious activity.;5;1000;FAIL;SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has firewall rules allowing 0.0.0.0-255.255.255.255.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx;sql-cloudguardian-lab-ocdhx;sqlserver_unrestricted_inbound_access;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;2.2.6;Ensure that 'Public Network Access' is 'Disabled' for storage accounts;Public Network Access' is 'Disabled' for storage accounts;2. Attack Surface;2.2 Storage;Disable public network access for Azure Storage accounts, ensuring that access settings for individual containers cannot override this restriction. This applies to Azure Resource Manager deployment model storage accounts, as classic deployment model accounts will be retired by August 31, 2024.;By default, Azure Storage accounts allow users with appropriate permissions to enable public access to containers and blobs, granting read-only access without requiring authentication. To minimize the risk of unauthorized data exposure, public access should be restricted unless explicitly required. Instead, use Azure AD RBAC or shared access signatures (SAS) to grant controlled and time-limited access to storage resources.;3;10;FAIL;Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has public network access enabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx;stcloudguardianlabocdhx;storage_account_public_network_access_disabled;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;2.2.7;Ensure Default Network Access Rule for Storage Accounts is Set to Deny;Default Network Access Rule for Storage Accounts is Set to Deny;2. Attack Surface;2.2 Storage;Restricting default network access enhances security by preventing unrestricted connections to Azure Storage accounts. By default, storage accounts accept connections from any network, so access should be limited to selected networks by modifying the default configuration.;Storage accounts should deny access from all networks by default, except for explicitly allowed Azure Virtual Networks or specific IP address ranges. This approach creates a secure network boundary, ensuring only authorized applications can connect. Even when network rules allow access, proper authentication (via access keys or SAS tokens) is still required, adding an extra layer of security.;2;8;FAIL;Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has network access rule set to Allow.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx;stcloudguardianlabocdhx;storage_default_network_access_rule_is_denied;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
azure;Prowler ThreatScore Compliance Framework for Azure ensures that the Azure subscription is compliant taking into account four main pillars: Identity and Access Management, Attack Surface, Forensic Readiness and Encryption;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 19:32:49.149800;2.2.8;Ensure 'Allow Azure services on the trusted services list to access this storage account' is Enabled for Storage Account Access;Allow Azure services on the trusted services list to access this storage account' is Enabled for Storage Account Access;2. Attack Surface;2.2 Storage;This recommendation assumes that public network access is set to “Enabled from selected virtual networks and IP addresses” and that the default network access rule for storage accounts is set to deny. Some Azure services require access to storage accounts from networks that cannot be explicitly granted permissions through network rules. To allow these services to function properly, enable the trusted Azure services exception, which allows selected Azure services to bypass network restrictions while still enforcing strong authentication.;Enabling firewall rules on a storage account blocks access to all incoming requests, including those from other Azure services. Allowing access to trusted Azure services ensures that essential Azure functions, such as Azure Backup, Event Grid, Monitor, and Site Recovery, can interact with storage accounts securely without exposing them to broader public access.;2;8;PASS;Storage account stcloudguardianlabocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) allows trusted Microsoft services to access this storage account.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlabocdhx;stcloudguardianlabocdhx;storage_ensure_azure_services_are_trusted_to_access_is_enabled;False;ProwlerThreatScore;Prowler ThreatScore Compliance Framework for Azure
