PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IDGRUPOCONTROL;REQUIREMENTS_ATTRIBUTES_MARCO;REQUIREMENTS_ATTRIBUTES_CATEGORIA;REQUIREMENTS_ATTRIBUTES_DESCRIPCIONCONTROL;REQUIREMENTS_ATTRIBUTES_NIVEL;REQUIREMENTS_ATTRIBUTES_TIPO;REQUIREMENTS_ATTRIBUTES_DIMENSIONES;REQUIREMENTS_ATTRIBUTES_MODOEJECUCION;REQUIREMENTS_ATTRIBUTES_DEPENDENCIAS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.exp.1.aws.sys.1;Inventario de activos;op.exp.1;operacional;explotación;En el ámbito del software desplegado en las instancias de EC2, habilitar AWS System Manager Inventory para todo el entorno de EC2 en caso de no utilizar herramientas de terceros.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;EC2 Instance i-0c7395c282641f31e is managed by Systems Manager.;arn:aws:ec2:ap-south-1:735291151388:instance/i-0c7395c282641f31e;ec2_instance_managed_by_ssm;False;i-0c7395c282641f31e;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.exp.4.aws.sys.2;Mantenimiento y actualizaciones de seguridad;op.exp.4;operacional;explotación;Utilizar AWS Systems Manager Patch Manager para planificar y gestionar la aplicación de parches minimizando los riesgos asociados a tener instancias con software desactualizado y expuesto a vulnerabilidades conocidas.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;EC2 Instance i-0c7395c282641f31e is managed by Systems Manager.;arn:aws:ec2:ap-south-1:735291151388:instance/i-0c7395c282641f31e;ec2_instance_managed_by_ssm;False;i-0c7395c282641f31e;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.exp.4.r2.aws.sys.1;Prevención de fallos;op.exp.4.r2;operacional;explotación;Utilizar la solución AWS Systems Manager Automation para automatizar las tareas de corrección en servicios de AWS como EC2 y RDS.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;EC2 Instance i-0c7395c282641f31e is managed by Systems Manager.;arn:aws:ec2:ap-south-1:735291151388:instance/i-0c7395c282641f31e;ec2_instance_managed_by_ssm;False;i-0c7395c282641f31e;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.exp.9.aws.img.1;Registro de la gestión de incidentes;op.exp.9;operacional;explotación;Habilitar AWS Incident Manager y AWS CloudTrail en todas las regiones con el fin de recopilar información para generar contenido prescriptivo para la creación de informes exigidos por la medida de seguridad.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;EC2 Instance i-0c7395c282641f31e is managed by Systems Manager.;arn:aws:ec2:ap-south-1:735291151388:instance/i-0c7395c282641f31e;ec2_instance_managed_by_ssm;False;i-0c7395c282641f31e;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.acc.4.aws.iam.3;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Para una correcta implementación de la estrategia de políticas de acceso, se recomienda utilizar la herramienta Policy Simulator para probar y solucionar posibles problemas en la asignación de políticas.;alto;recomendacion;confidencialidad,integridad,trazabilidad,autenticidad;automatico;;PASS;EC2 Instance i-0c7395c282641f31e is managed by Systems Manager.;arn:aws:ec2:ap-south-1:735291151388:instance/i-0c7395c282641f31e;ec2_instance_managed_by_ssm;False;i-0c7395c282641f31e;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;mp.com.1.aws.sg.2;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar la existencia de Security Groups que dejen abierto todo el tráfico entrante.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security group cloudguardian-web-sg (sg-0fdba0a657788f1d7) does not have all ports open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0fdba0a657788f1d7;ec2_securitygroup_allow_ingress_from_internet_to_all_ports;False;sg-0fdba0a657788f1d7;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;mp.com.1.aws.sg.2;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar la existencia de Security Groups que dejen abierto todo el tráfico entrante.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security group cloudguardian-rds-sg (sg-0be0be5f1a7d28519) does not have all ports open to the Internet.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0be0be5f1a7d28519;ec2_securitygroup_allow_ingress_from_internet_to_all_ports;False;sg-0be0be5f1a7d28519;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;mp.com.1.aws.sg.1;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Asegurar que el Security Group restrinja todo el tráfico. Para ello, se deberán agregar las reglas del Security Group que se aplica por defecto cuando se crea una VPC.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security group cloudguardian-web-sg (sg-0fdba0a657788f1d7) was not created using the EC2 Launch Wizard.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0fdba0a657788f1d7;ec2_securitygroup_from_launch_wizard;False;sg-0fdba0a657788f1d7;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;mp.com.1.aws.sg.1;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Asegurar que el Security Group restrinja todo el tráfico. Para ello, se deberán agregar las reglas del Security Group que se aplica por defecto cuando se crea una VPC.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security group default (sg-01da1c49051ece125) was not created using the EC2 Launch Wizard.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-01da1c49051ece125;ec2_securitygroup_from_launch_wizard;False;sg-01da1c49051ece125;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;mp.com.1.aws.sg.1;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Asegurar que el Security Group restrinja todo el tráfico. Para ello, se deberán agregar las reglas del Security Group que se aplica por defecto cuando se crea una VPC.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security group default (sg-0d804f6e736cdd9da) was not created using the EC2 Launch Wizard.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0d804f6e736cdd9da;ec2_securitygroup_from_launch_wizard;False;sg-0d804f6e736cdd9da;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;mp.com.1.aws.sg.1;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Asegurar que el Security Group restrinja todo el tráfico. Para ello, se deberán agregar las reglas del Security Group que se aplica por defecto cuando se crea una VPC.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security group cloudguardian-rds-sg (sg-0be0be5f1a7d28519) was not created using the EC2 Launch Wizard.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0be0be5f1a7d28519;ec2_securitygroup_from_launch_wizard;False;sg-0be0be5f1a7d28519;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;mp.com.1.aws.sg.1;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Asegurar que el Security Group restrinja todo el tráfico. Para ello, se deberán agregar las reglas del Security Group que se aplica por defecto cuando se crea una VPC.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-1 (sg-0aaba2fb7e64252aa) was created using the EC2 Launch Wizard.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0aaba2fb7e64252aa;ec2_securitygroup_from_launch_wizard;False;sg-0aaba2fb7e64252aa;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security group cloudguardian-web-sg (sg-0fdba0a657788f1d7) it is being used.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0fdba0a657788f1d7;ec2_securitygroup_not_used;False;sg-0fdba0a657788f1d7;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security group cloudguardian-rds-sg (sg-0be0be5f1a7d28519) it is being used.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0be0be5f1a7d28519;ec2_securitygroup_not_used;False;sg-0be0be5f1a7d28519;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;mp.com.1.aws.sg.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Evitar tener un repositorio de Security Groups que no estén siendo usados.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security group launch-wizard-1 (sg-0aaba2fb7e64252aa) it is not being used.;arn:aws:ec2:ap-south-1:735291151388:security-group/sg-0aaba2fb7e64252aa;ec2_securitygroup_not_used;False;sg-0aaba2fb7e64252aa;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;us-east-1;2026-07-11 14:19:13.485135;mp.com.1.aws.nfw.2;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Incidir en la utilización de AWS Firewall Manager para gestionar los firewalls de forma centralizada.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;FMS without any compliant policy for account 735291151388.;arn:aws:fms:us-east-1:735291151388:policy;fms_policy_compliant;False;735291151388;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.acc.6.r2.aws.iam.1;Contraseña + otro factor de autenticación;op.acc.6.r2;operacional;control de acceso;MFA deberá estar habilitado para todas las cuentas que tengan contraseña para acceder a la consola, incluyendo el usuario root.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;op.acc.6.r1,op.acc.6.r4;FAIL;Group admin provides administrator access to User Alex with MFA disabled.;arn:aws:iam::735291151388:group/admin;iam_administrator_access_with_mfa;False;admin;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.acc.2.aws.iam.4;Requisitos de acceso;op.acc.2;operacional;control de acceso;Se deberá delegar en cuentas administradoras la administración de la organización, dejando la cuenta maestra sin uso y con las medidas de seguridad pertinentes.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Root user in the account was last accessed 1 days ago.;arn:aws:iam::735291151388:root;iam_avoid_root_usage;False;<root_account>;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.acc.4.aws.iam.7;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Se restringirá todo acceso a las acciones especificadas para el usuario root de una cuenta.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Root user in the account was last accessed 1 days ago.;arn:aws:iam::735291151388:root;iam_avoid_root_usage;False;<root_account>;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.acc.4.aws.iam.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las políticas IAM deben permitir sólo los privilegios necesarios para cada rol. Se recomienda comenzar con el mínimo nivel de permisos e ir añadiendo permisos adicionales según vaya surgiendo la necesidad en lugar de comenzar con permisos administrativos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AmazonRDSServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AmazonRDSServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AmazonRDSServiceRolePolicy;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.acc.4.aws.iam.2;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Evitar políticas con comodines (wildcards) en su definición, que puedan otorgar privilegios administrativos completos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AmazonRDSServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AmazonRDSServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AmazonRDSServiceRolePolicy;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.acc.4.aws.iam.9;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Se configurarán diferentes permisos a las cuentas de usuario, limitando la utilización de la cuenta “root” para tareas específicas que necesiten un nivel de privilegios elevado, esta configuración debe entenderse como un mecanismo para impedir que el trabajo directo con usuarios con privilegios de administrador repercuta negativamente en la seguridad, a acometer todas las acciones con el máximo privilegio cuando este no es siempre requerido.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AmazonRDSServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AmazonRDSServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AmazonRDSServiceRolePolicy;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.exp.8.r4.aws.ct.8;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;PASS;AWS policy AmazonRDSServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AmazonRDSServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AmazonRDSServiceRolePolicy;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.acc.4.aws.iam.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las políticas IAM deben permitir sólo los privilegios necesarios para cada rol. Se recomienda comenzar con el mínimo nivel de permisos e ir añadiendo permisos adicionales según vaya surgiendo la necesidad en lugar de comenzar con permisos administrativos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AWSTrustedAdvisorServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSTrustedAdvisorServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSTrustedAdvisorServiceRolePolicy;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.acc.4.aws.iam.2;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Evitar políticas con comodines (wildcards) en su definición, que puedan otorgar privilegios administrativos completos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AWSTrustedAdvisorServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSTrustedAdvisorServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSTrustedAdvisorServiceRolePolicy;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.acc.4.aws.iam.9;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Se configurarán diferentes permisos a las cuentas de usuario, limitando la utilización de la cuenta “root” para tareas específicas que necesiten un nivel de privilegios elevado, esta configuración debe entenderse como un mecanismo para impedir que el trabajo directo con usuarios con privilegios de administrador repercuta negativamente en la seguridad, a acometer todas las acciones con el máximo privilegio cuando este no es siempre requerido.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AWSTrustedAdvisorServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSTrustedAdvisorServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSTrustedAdvisorServiceRolePolicy;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.exp.8.r4.aws.ct.8;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;PASS;AWS policy AWSTrustedAdvisorServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSTrustedAdvisorServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSTrustedAdvisorServiceRolePolicy;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.acc.4.aws.iam.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las políticas IAM deben permitir sólo los privilegios necesarios para cada rol. Se recomienda comenzar con el mínimo nivel de permisos e ir añadiendo permisos adicionales según vaya surgiendo la necesidad en lugar de comenzar con permisos administrativos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;AWS policy AdministratorAccess is attached and allows '*:*' administrative privileges.;arn:aws:iam::aws:policy/AdministratorAccess;iam_aws_attached_policy_no_administrative_privileges;False;AdministratorAccess;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.acc.4.aws.iam.2;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Evitar políticas con comodines (wildcards) en su definición, que puedan otorgar privilegios administrativos completos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;AWS policy AdministratorAccess is attached and allows '*:*' administrative privileges.;arn:aws:iam::aws:policy/AdministratorAccess;iam_aws_attached_policy_no_administrative_privileges;False;AdministratorAccess;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.acc.4.aws.iam.9;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Se configurarán diferentes permisos a las cuentas de usuario, limitando la utilización de la cuenta “root” para tareas específicas que necesiten un nivel de privilegios elevado, esta configuración debe entenderse como un mecanismo para impedir que el trabajo directo con usuarios con privilegios de administrador repercuta negativamente en la seguridad, a acometer todas las acciones con el máximo privilegio cuando este no es siempre requerido.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;AWS policy AdministratorAccess is attached and allows '*:*' administrative privileges.;arn:aws:iam::aws:policy/AdministratorAccess;iam_aws_attached_policy_no_administrative_privileges;False;AdministratorAccess;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.exp.8.r4.aws.ct.8;Control de acceso;op.exp.8.r4;operacional;explotación;Asignar correctamente las políticas IAM para el acceso y borrado de los registros y sus copias de seguridad haciendo uso del principio de mínimo privilegio.;alto;refuerzo;trazabilidad;automático;;FAIL;AWS policy AdministratorAccess is attached and allows '*:*' administrative privileges.;arn:aws:iam::aws:policy/AdministratorAccess;iam_aws_attached_policy_no_administrative_privileges;False;AdministratorAccess;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.acc.4.aws.iam.1;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Las políticas IAM deben permitir sólo los privilegios necesarios para cada rol. Se recomienda comenzar con el mínimo nivel de permisos e ir añadiendo permisos adicionales según vaya surgiendo la necesidad en lugar de comenzar con permisos administrativos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AWSSupportServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSSupportServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSSupportServiceRolePolicy;ENS;ENS RD 311/2022 - Categoría Alta
aws;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;735291151388;ap-south-1;2026-07-11 14:19:13.485135;op.acc.4.aws.iam.2;Proceso de gestión de derechos de acceso;op.acc.4;operacional;control de acceso;Evitar políticas con comodines (wildcards) en su definición, que puedan otorgar privilegios administrativos completos.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;PASS;AWS policy AWSSupportServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSSupportServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSSupportServiceRolePolicy;ENS;ENS RD 311/2022 - Categoría Alta
