check_id,title,severity,service,region,resource_name,resource_arn,status_detail,description,risk,remediation,tool,cloud_provider,finding_id,account_id,scan_date,cvss_score,exposure_score,blast_radius,priority_score,priority_band,risk_label,ai_risk_level_baseline,ai_confidence_baseline,ai_score,ai_risk_level,ai_confidence
ec2-security-group-opens-all-ports,Security Group Opens All Ports,medium,ec2,,vpc-03edfb17e4761ec5d,,ec2.regions.us-east-2.vpcs.vpc-03edfb17e4761ec5d.security_groups.sg-00311530803ea243b.rules.ingress.protocols.ALL.ports.1-65535,Security Group Opens All Ports,"It was detected that all ports in the security group are open, which creates a wider attack surface for resources assigned to it. Open ports should be reduced to the minimum needed to correctly operate.",,ScoutSuite,AWS,FND-0434,735291151388,2026-07-11,5.5,2,3,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.851,4.68,MEDIUM,0.808
ec2-security-group-opens-all-ports,Security Group Opens All Ports,medium,ec2,,vpc-091a8d6a46c70074d,,ec2.regions.ca-central-1.vpcs.vpc-091a8d6a46c70074d.security_groups.sg-0d4aa1a87d1da2e49.rules.ingress.protocols.ALL.ports.1-65535,Security Group Opens All Ports,"It was detected that all ports in the security group are open, which creates a wider attack surface for resources assigned to it. Open ports should be reduced to the minimum needed to correctly operate.",,ScoutSuite,AWS,FND-0426,735291151388,2026-07-11,5.5,2,3,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.851,4.68,MEDIUM,0.805
ec2-security-group-opens-all-ports,Security Group Opens All Ports,medium,ec2,,vpc-01b4908eddaf56c8f,,ec2.regions.eu-west-3.vpcs.vpc-01b4908eddaf56c8f.security_groups.sg-04470c78cf1760e63.rules.ingress.protocols.ALL.ports.1-65535,Security Group Opens All Ports,"It was detected that all ports in the security group are open, which creates a wider attack surface for resources assigned to it. Open ports should be reduced to the minimum needed to correctly operate.",,ScoutSuite,AWS,FND-0431,735291151388,2026-07-11,5.5,2,3,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.851,4.68,MEDIUM,0.813
ec2-security-group-opens-all-ports,Security Group Opens All Ports,medium,ec2,,vpc-096c424fc780ea5c1,,ec2.regions.eu-central-1.vpcs.vpc-096c424fc780ea5c1.security_groups.sg-0c87c8700db7a3ee0.rules.ingress.protocols.ALL.ports.1-65535,Security Group Opens All Ports,"It was detected that all ports in the security group are open, which creates a wider attack surface for resources assigned to it. Open ports should be reduced to the minimum needed to correctly operate.",,ScoutSuite,AWS,FND-0427,735291151388,2026-07-11,5.5,2,3,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.851,4.68,MEDIUM,0.813
ec2-security-group-opens-all-ports,Security Group Opens All Ports,medium,ec2,,vpc-026845ae5eeb92935,,ec2.regions.eu-north-1.vpcs.vpc-026845ae5eeb92935.security_groups.sg-0e4298a6aa1064f05.rules.ingress.protocols.ALL.ports.1-65535,Security Group Opens All Ports,"It was detected that all ports in the security group are open, which creates a wider attack surface for resources assigned to it. Open ports should be reduced to the minimum needed to correctly operate.",,ScoutSuite,AWS,FND-0428,735291151388,2026-07-11,5.5,2,3,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.845,4.65,MEDIUM,0.813
ec2-security-group-opens-all-ports,Security Group Opens All Ports,medium,ec2,,vpc-011ccc77f4af7bc47,,ec2.regions.eu-west-1.vpcs.vpc-011ccc77f4af7bc47.security_groups.sg-0d796c1ce1427679b.rules.ingress.protocols.ALL.ports.1-65535,Security Group Opens All Ports,"It was detected that all ports in the security group are open, which creates a wider attack surface for resources assigned to it. Open ports should be reduced to the minimum needed to correctly operate.",,ScoutSuite,AWS,FND-0429,735291151388,2026-07-11,5.5,2,3,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.851,4.68,MEDIUM,0.805
ec2-security-group-opens-all-ports,Security Group Opens All Ports,medium,ec2,,vpc-05b67181e005e67af,,ec2.regions.eu-west-2.vpcs.vpc-05b67181e005e67af.security_groups.sg-09b117f756d913bc9.rules.ingress.protocols.ALL.ports.1-65535,Security Group Opens All Ports,"It was detected that all ports in the security group are open, which creates a wider attack surface for resources assigned to it. Open ports should be reduced to the minimum needed to correctly operate.",,ScoutSuite,AWS,FND-0430,735291151388,2026-07-11,5.5,2,3,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.851,4.68,MEDIUM,0.805
monitor_alert_create_update_public_ip_address_rule,Subscription has an Activity Log Alert for Public IP address create or update operations,medium,monitor,global,7e3283a3-d466-4e6f-95b1-543eec016e08,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08,There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).,"**Azure Monitor activity log alert** for **Public IP addresses** tracks `Microsoft.Network/publicIPAddresses/write` events at the subscription level, covering any creation or update of public IP resources.","Without this alert, unauthorized or mistaken public IP changes can go unnoticed, exposing workloads to the Internet.
- Confidentiality: unexpected ingress paths
- Integrity: shadow endpoints for control
- Availability: larger DDoS surface and outages","Create a subscription-wide **activity log alert** on `Microsoft.Network/publicIPAddresses/write` and route it to an **action group**.

Enforce **least privilege** for IP management, apply **change control**, and use **defense in depth** (private endpoints, bastions, VPN) to minimize public exposure and speed response.",Prowler v4,Azure,FND-0233,Azure-Subscription,2026-07-04,5.5,2,3,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.851,4.68,MEDIUM,0.829
ec2-security-group-opens-all-ports,Security Group Opens All Ports,medium,ec2,,vpc-0613a8e827bfde8d7,,ec2.regions.sa-east-1.vpcs.vpc-0613a8e827bfde8d7.security_groups.sg-0c54e4d8a4b4c9e7d.rules.ingress.protocols.ALL.ports.1-65535,Security Group Opens All Ports,"It was detected that all ports in the security group are open, which creates a wider attack surface for resources assigned to it. Open ports should be reduced to the minimum needed to correctly operate.",,ScoutSuite,AWS,FND-0432,735291151388,2026-07-11,5.5,2,3,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.851,4.68,MEDIUM,0.808
ec2-security-group-opens-all-ports,Security Group Opens All Ports,medium,ec2,,vpc-059e282670d0c72f8,,ec2.regions.ap-northeast-1.vpcs.vpc-059e282670d0c72f8.security_groups.sg-07ee64137ddede9c3.rules.ingress.protocols.ALL.ports.1-65535,Security Group Opens All Ports,"It was detected that all ports in the security group are open, which creates a wider attack surface for resources assigned to it. Open ports should be reduced to the minimum needed to correctly operate.",,ScoutSuite,AWS,FND-0419,735291151388,2026-07-11,5.5,2,3,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.851,4.68,MEDIUM,0.809
monitor_alert_delete_public_ip_address_rule,Azure subscription has an Activity Log alert for public IP address deletion,medium,monitor,global,7e3283a3-d466-4e6f-95b1-543eec016e08,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08,There is not an alert for deleting public IP address rule in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).,"**Azure Monitor activity log alert** exists for the **Delete Public IP Address** operation (`Microsoft.Network/publicIPAddresses/delete`), capturing subscription-wide events when Public IP resources are removed.","Unmonitored deletion of Public IPs can abruptly sever ingress/egress, break DNS and allowlists, and take services offline (**availability**). Attackers or misconfigurations can delete IPs to cause **DoS** or evade controls, and delayed visibility hinders **incident response** and **forensics**.","Implement an activity log alert for `Microsoft.Network/publicIPAddresses/delete` and route it to an action group for rapid response.
- Apply **least privilege** and change approval for IP deletions
- Use **resource locks** on critical IPs
- Centralize alerts in your SIEM and define runbooks for containment",Prowler v4,Azure,FND-0238,Azure-Subscription,2026-07-04,5.5,2,3,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.851,4.68,MEDIUM,0.835
monitor_alert_delete_public_ip_address_rule,Azure subscription has an Activity Log alert for public IP address deletion,medium,monitor,global,7e3283a3-d466-4e6f-95b1-543eec016e08,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08,There is not an alert for deleting public IP address rule in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).,"**Azure Monitor activity log alert** exists for the **Delete Public IP Address** operation (`Microsoft.Network/publicIPAddresses/delete`), capturing subscription-wide events when Public IP resources are removed.","Unmonitored deletion of Public IPs can abruptly sever ingress/egress, break DNS and allowlists, and take services offline (**availability**). Attackers or misconfigurations can delete IPs to cause **DoS** or evade controls, and delayed visibility hinders **incident response** and **forensics**.","Implement an activity log alert for `Microsoft.Network/publicIPAddresses/delete` and route it to an action group for rapid response.
- Apply **least privilege** and change approval for IP deletions
- Use **resource locks** on critical IPs
- Centralize alerts in your SIEM and define runbooks for containment",Prowler v4,Azure,FND-0156,Azure-Subscription,2026-07-04,5.5,2,3,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.851,4.68,MEDIUM,0.835
storageaccount-public-traffic-allowed,Storage Accounts Allowing Public Traffic,medium,storageaccounts,,scoutid-d661ce164ea6b92b5f4f8b9d0c8bf933821510db,,storageaccounts.subscriptions.7e3283a3-d466-4e6f-95b1-543eec016e08.storage_accounts.scoutid-d661ce164ea6b92b5f4f8b9d0c8bf933821510db.public_traffic_allowed,Storage Accounts Allowing Public Traffic,"Restricting default network access helps to provide a new layer of security, since storage accounts accept connections from clients on any network. To limit access to selected networks, the default action must be changed.","In the Azure console: <ol> <li>Go to <samp>Storage Accounts</samp></li> <li>For each storage account, click on the settings menu called <samp>Firewalls and virtual networks</samp>.</li> <li>Ensure that you have elected to allow access from <samp>Selected networks</samp>.</li> <li>Add rules to allow traffic from specific network.</li> <li>Click <samp>Save</samp> to apply your changes.</li> </ol>",ScoutSuite,Azure,FND-0727,Azure-Subscription,2026-07-04,5.5,3,2,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.839,4.61,MEDIUM,0.854
ec2-security-group-opens-all-ports,Security Group Opens All Ports,medium,ec2,,vpc-04b8980056fe17a75,,ec2.regions.us-west-2.vpcs.vpc-04b8980056fe17a75.security_groups.sg-0175539f842690e6b.rules.ingress.protocols.ALL.ports.1-65535,Security Group Opens All Ports,"It was detected that all ports in the security group are open, which creates a wider attack surface for resources assigned to it. Open ports should be reduced to the minimum needed to correctly operate.",,ScoutSuite,AWS,FND-0436,735291151388,2026-07-11,5.5,2,3,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.851,4.68,MEDIUM,0.808
ec2-security-group-opens-all-ports,Security Group Opens All Ports,medium,ec2,,vpc-08e98b363c6e9328e,,ec2.regions.us-west-1.vpcs.vpc-08e98b363c6e9328e.security_groups.sg-0f18733910a6c93fe.rules.ingress.protocols.ALL.ports.1-65535,Security Group Opens All Ports,"It was detected that all ports in the security group are open, which creates a wider attack surface for resources assigned to it. Open ports should be reduced to the minimum needed to correctly operate.",,ScoutSuite,AWS,FND-0435,735291151388,2026-07-11,5.5,2,3,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.851,4.68,MEDIUM,0.808
monitor_alert_create_update_public_ip_address_rule,Subscription has an Activity Log Alert for Public IP address create or update operations,medium,monitor,global,7e3283a3-d466-4e6f-95b1-543eec016e08,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08,There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).,"**Azure Monitor activity log alert** for **Public IP addresses** tracks `Microsoft.Network/publicIPAddresses/write` events at the subscription level, covering any creation or update of public IP resources.","Without this alert, unauthorized or mistaken public IP changes can go unnoticed, exposing workloads to the Internet.
- Confidentiality: unexpected ingress paths
- Integrity: shadow endpoints for control
- Availability: larger DDoS surface and outages","Create a subscription-wide **activity log alert** on `Microsoft.Network/publicIPAddresses/write` and route it to an **action group**.

Enforce **least privilege** for IP management, apply **change control**, and use **defense in depth** (private endpoints, bastions, VPN) to minimize public exposure and speed response.",Prowler v4,Azure,FND-0151,Azure-Subscription,2026-07-04,5.5,2,3,33.0,P2 - MEDIUM,MEDIUM,MEDIUM,0.836,4.6,MEDIUM,0.835
iam-password-policy-expiration-threshold,Passwords Expire after 90 Days,high,iam,,iam.password_policy.MaxPasswordAge,,iam.password_policy.MaxPasswordAge,Passwords Expire after 90 Days,"Password expiration is disabled, or expiration time is set to a too high value. As a result, compromised credentials could be used by potential attackers for a larger period of time. Periodic password change enforced with an appropriate password expiration policy could help to mitigate this issue.",Enable password expiration and set the expiration period to 90 days or less,ScoutSuite,AWS,FND-0457,735291151388,2026-07-11,7.5,1,4,30.0,P2 - MEDIUM,MEDIUM,HIGH,0.596,4.47,MEDIUM,0.528
iam_group_administrator_access_policy,IAM group does not have AdministratorAccess policy attached,high,iam,ap-south-1,admin,arn:aws:iam::735291151388:group/admin,IAM Group admin has AdministratorAccess policy attached.,"**IAM groups** are assessed for the AWS-managed `AdministratorAccess` policy attachment.

The finding reports any group that has this policy among its attached permissions.","Group-wide `AdministratorAccess` gives all members unrestricted control. A stolen or misused account can:
- Read/exfiltrate sensitive data (C)
- Modify or delete resources and configs (I/A)
- Disable logging and weaken defenses, enabling persistence and lateral movement","Remove `AdministratorAccess` from groups. Apply **least privilege** with task-scoped, customer-managed policies and **separation of duties**. Use roles for admin tasks with MFA, time-bound elevation, and auditing. Regularly review group membership and permissions; prefer **defense-in-depth** guardrails.",Prowler v4,AWS,FND-0060,735291151388,2026-07-11,7.5,1,4,30.0,P2 - MEDIUM,HIGH,HIGH,0.575,4.31,MEDIUM,0.594
entra_policy_ensure_default_user_cannot_create_apps,Tenant does not allow non-admin users to register applications,high,entra,global,Authorization Policy,authorizationPolicy,App creation is not disabled for non-admin users.,**Microsoft Entra authorization policy** controls whether default users can create application registrations via `allowed_to_create_apps`. App creation is expected to be limited to administrators or explicitly delegated roles.,"Permitting default users to register apps enables **unvetted service principals**, **consent phishing**, and **over-privileged API access**, threatening data **confidentiality** and **integrity**. Adversaries can persist with app credentials, exfiltrate mail/files, and perform **lateral movement** using rogue permissions.","Apply **least privilege**: restrict app registration to admins or delegated roles; set `Users can register applications` to `No`. Use the **Application Developer** role for exceptions, require **admin consent** workflows, routinely review app/service principal permissions, and audit changes for **defense in depth**.",Prowler v4,Azure,FND-0142,Azure-Subscription,2026-07-04,7.5,1,4,30.0,P2 - MEDIUM,MEDIUM,HIGH,0.497,3.73,MEDIUM,0.614
entra_policy_ensure_default_user_cannot_create_apps,Tenant does not allow non-admin users to register applications,high,entra,global,Authorization Policy,authorizationPolicy,App creation is not disabled for non-admin users.,**Microsoft Entra authorization policy** controls whether default users can create application registrations via `allowed_to_create_apps`. App creation is expected to be limited to administrators or explicitly delegated roles.,"Permitting default users to register apps enables **unvetted service principals**, **consent phishing**, and **over-privileged API access**, threatening data **confidentiality** and **integrity**. Adversaries can persist with app credentials, exfiltrate mail/files, and perform **lateral movement** using rogue permissions.","Apply **least privilege**: restrict app registration to admins or delegated roles; set `Users can register applications` to `No`. Use the **Application Developer** role for exceptions, require **admin consent** workflows, routinely review app/service principal permissions, and audit changes for **defense in depth**.",Prowler v4,Azure,FND-0224,Azure-Subscription,2026-07-04,7.5,1,4,30.0,P2 - MEDIUM,MEDIUM,HIGH,0.494,3.7,MEDIUM,0.614
iam_avoid_root_usage,AWS account root user has not been used in the last day,high,iam,ap-south-1,<root_account>,arn:aws:iam::735291151388:root,Root user in the account was last accessed 1 days ago.,**AWS IAM root user** activity is assessed by inspecting `last-used` timestamps for the root password and access keys. The finding indicates when the root identity has been used recently for console or programmatic access.,"Recent **root usage** expands blast radius:
- Data exfiltration (**confidentiality**)
- Policy/key tampering (**integrity**)
- Resource deletion and billing changes (**availability**)
Routine use reduces anomaly visibility and eases **account takeover** impact.","Minimize `root` usage by applying **least privilege** with admin roles or federated SSO and temporary credentials.
- Enforce **MFA** on root
- Avoid or remove root access keys
- Require multi-person approval
- **Monitor and alert** on any root sign-in
- Use org guardrails for **defense in depth**",Prowler v4,AWS,FND-0057,735291151388,2026-07-11,7.5,1,4,30.0,P2 - MEDIUM,MEDIUM,HIGH,0.511,3.83,MEDIUM,0.646
iam_inline_policy_no_full_access_to_cloudtrail,Inline IAM policy does not allow 'cloudtrail:*' privileges,high,iam,ap-south-1,cloudguardian-web-role/cloudguardian-s3-read-only,arn:aws:iam::735291151388:role/cloudguardian-web-role,Inline policy cloudguardian-s3-read-only attached to role cloudguardian-web-role allows 'cloudtrail:*' privileges to all resources.,"**IAM inline policies** are evaluated for statements that grant **full CloudTrail permissions** (`cloudtrail:*`) to all resources.

The finding flags identity policies that provide unrestricted control over CloudTrail operations.","Full CloudTrail access allows stopping trails, modifying configurations, or deleting audit data, compromising log **integrity** and **availability**. It also exposes event data, impacting **confidentiality**. Adversaries could hide activity, evade detection, and obstruct investigations.","Enforce **least privilege** and **separation of duties**: avoid `cloudtrail:*`; grant only specific actions needed (prefer read-only where possible). Add guardrails or boundaries to block destructive actions. Use managed, centrally governed policies and periodically right-size permissions based on usage.",Prowler v4,AWS,FND-0063,735291151388,2026-07-11,7.5,1,4,30.0,P2 - MEDIUM,MEDIUM,HIGH,0.54,4.05,MEDIUM,0.606
iam-managed-policy-allows-full-privileges,Managed Policy Allows All Actions,high,iam,,iam.policies.ANPAIWMBCKSKIEE64ZLYK.PolicyDocument.Statement.0,,iam.policies.ANPAIWMBCKSKIEE64ZLYK.PolicyDocument.Statement.0,Managed Policy Allows All Actions,Providing full privileges instead of restricting to the minimum set of permissions that the principal requires exposes the resources to potentially unwanted actions.,"Ensure no managed policies are configured with <samp>Effect: Allow</samp>, <samp>Action: *</samp> and <samp>Resource: *</samp>",ScoutSuite,AWS,FND-0456,735291151388,2026-07-11,7.5,1,4,30.0,P2 - MEDIUM,MEDIUM,HIGH,0.596,4.47,MEDIUM,0.594
iam-password-policy-minimum-length,Minimum Password Length Too Short,high,iam,,iam.password_policy.MinimumPasswordLength,,iam.password_policy.MinimumPasswordLength,Minimum Password Length Too Short,"The password policy did not enforce a minimum of 14 characters. As a result, password complexity requirements were not in line with security best practice.",Ensure the password policy is configured to require a minimum length,ScoutSuite,AWS,FND-0458,735291151388,2026-07-11,7.5,1,4,30.0,P2 - MEDIUM,MEDIUM,HIGH,0.596,4.47,MEDIUM,0.467
iam-password-policy-no-expiration,Password Expiration Disabled,high,iam,,iam.password_policy.ExpirePasswords,,iam.password_policy.ExpirePasswords,Password Expiration Disabled,"Password expiration is disabled. As a result, compromised credentials could be used by potential attackers for a indefinite amount of time. Periodic password change enforced with an appropriate password expiration policy could help to mitigate this issue.",,ScoutSuite,AWS,FND-0459,735291151388,2026-07-11,7.5,1,4,30.0,P2 - MEDIUM,MEDIUM,HIGH,0.623,4.67,MEDIUM,0.604
iam_user_with_temporary_credentials,IAM user does not use long-lived credentials to access services other than IAM or STS,high,iam,ap-south-1,Alex,arn:aws:iam::735291151388:user/Alex,User Alex has long lived credentials with access to other services than IAM or STS.,IAM users are assessed for activity using **long-lived access keys**. Use of static credentials to access services other than IAM or STS indicates reliance on permanent keys instead of **temporary role-based credentials**.,"Persistent access keys enable attacker **persistence** and replay. Stolen keys allow off-network API calls for data exfiltration, privilege changes, and destructive actions, impacting **confidentiality**, **integrity**, and **availability**. Without expiry, the blast radius grows and containment is harder.","Adopt **temporary credentials** via IAM roles and federation for humans and workloads. Remove or restrict long-term keys; *if unavoidable*, apply **least privilege**, require **MFA**, rotate aggressively, and monitor usage. Prefer short session durations and session conditions to limit blast radius.",Prowler v4,AWS,FND-0079,735291151388,2026-07-11,7.5,1,4,30.0,P2 - MEDIUM,MEDIUM,HIGH,0.568,4.26,MEDIUM,0.594
iam_user_hardware_mfa_enabled,IAM user has hardware MFA enabled,high,iam,ap-south-1,Alex,arn:aws:iam::735291151388:user/Alex,User Alex does not have any type of MFA enabled.,"**IAM users** are evaluated for **hardware MFA** enrollment, identifying physical tokens or security keys and distinguishing them from *virtual* or *SMS* MFA, as well as users without any MFA.","Without **hardware MFA**, authentication is weaker:
- **SIM-swap** can bypass SMS
- **Phishing** can steal TOTP from virtual apps
- No MFA allows password-only takeover
This enables unauthorized console/API access, causing data exfiltration (C), privilege abuse (I), and service disruption (A).","Require **hardware-backed MFA** for all IAM users. Prefer **FIDO2 security keys** for phishing resistance over TOTP or SMS. Disallow SMS/virtual MFA for privileged roles. Enforce MFA for all access paths, apply **least privilege**, and provision multiple MFA devices per user for continuity.",Prowler v4,AWS,FND-0078,735291151388,2026-07-11,7.5,1,4,30.0,P2 - MEDIUM,MEDIUM,HIGH,0.568,4.26,MEDIUM,0.602
iam-password-policy-reuse-enabled,Password Policy Allows the Reuse of Passwords,high,iam,,iam.password_policy.PasswordReusePrevention,,iam.password_policy.PasswordReusePrevention,Password Policy Allows the Reuse of Passwords,"The password policy allowed password reuse. As a result, password complexity requirements were not in line with security best practice.",Ensure the password policy is configured to prevent password reuse,ScoutSuite,AWS,FND-0460,735291151388,2026-07-11,7.5,1,4,30.0,P2 - MEDIUM,MEDIUM,HIGH,0.55,4.12,MEDIUM,0.514
entra_policy_restricts_user_consent_for_apps,Entra authorization policy disallows user consent for applications,high,entra,global,Authorization Policy,authorizationPolicy,Entra allows users to consent apps accessing company data on their behalf,"Microsoft Entra authorization settings are evaluated to determine if the default user role permits **user consent to applications**. The check looks at permission grant policies to see whether end users can authorize apps to access organization data on their behalf, or if consent is restricted (e.g., `Do not allow user consent`).","Permitting end-user consent enables **consent phishing** and over-privileged OAuth grants. Attackers can obtain tokens to read/send mail, access files, or act as the user, causing **data exfiltration**, persistence beyond password resets/MFA changes, and abuse of connected apps, impacting confidentiality and integrity.","Enforce **least privilege** by setting user consent to `Do not allow user consent`. Use the **admin consent workflow** to review requests and pre-approve only vetted apps. *If needed*, allow consent only for verified publishers with low-impact scopes. Regularly review existing grants and monitor audit/sign-in logs.",Prowler v4,Azure,FND-0146,Azure-Subscription,2026-07-04,7.5,1,4,30.0,P2 - MEDIUM,MEDIUM,HIGH,0.511,3.83,MEDIUM,0.614
iam_role_cross_service_confused_deputy_prevention,IAM service role prevents cross-service confused deputy attack,high,iam,ap-south-1,cloudguardian-web-role,arn:aws:iam::735291151388:role/cloudguardian-web-role,IAM Service Role cloudguardian-web-role does not prevent against a cross-service confused deputy attack.,"**IAM service role** trust policies restrict **AWS service principals** to expected sources using global condition keys like `aws:SourceArn` or `aws:SourceAccount`, avoiding overly broad `sts:AssumeRole` trust relationships.","Unrestricted service-principal trust lets outsiders trigger a **cross-service confused deputy**, causing unintended `sts:AssumeRole`.
This can enable data exfiltration, unauthorized changes, and lateral movement, impacting **confidentiality** and **integrity**.","Constrain service-role trust to expected callers using `aws:SourceArn`/`aws:SourceAccount` to bind service principals to specific resources or accounts. If unsupported, apply equivalent limits in resource-based policies or org-level controls. Apply **least privilege** and review trust relationships regularly.",Prowler v4,AWS,FND-0075,735291151388,2026-07-11,7.5,1,4,30.0,P2 - MEDIUM,MEDIUM,HIGH,0.568,4.26,MEDIUM,0.6
iam-root-account-used-recently,Root Account Used Recently,high,iam,,scoutid-68dcc047c3da5bbbc3f3e9d54000b7357f0e507e,,iam.credential_reports.scoutid-68dcc047c3da5bbbc3f3e9d54000b7357f0e507e.password_last_used,Root Account Used Recently,"The root account is the most privileged user in an account. As a best practice, the root account should only be used when required for root-only tasks.",Follow the remediation instructions of the Ensure IAM policies are attached only to groups or roles recommendation,ScoutSuite,AWS,FND-0462,735291151388,2026-07-11,7.5,1,4,30.0,P2 - MEDIUM,MEDIUM,HIGH,0.592,4.44,MEDIUM,0.594
entra_policy_restricts_user_consent_for_apps,Entra authorization policy disallows user consent for applications,high,entra,global,Authorization Policy,authorizationPolicy,Entra allows users to consent apps accessing company data on their behalf,"Microsoft Entra authorization settings are evaluated to determine if the default user role permits **user consent to applications**. The check looks at permission grant policies to see whether end users can authorize apps to access organization data on their behalf, or if consent is restricted (e.g., `Do not allow user consent`).","Permitting end-user consent enables **consent phishing** and over-privileged OAuth grants. Attackers can obtain tokens to read/send mail, access files, or act as the user, causing **data exfiltration**, persistence beyond password resets/MFA changes, and abuse of connected apps, impacting confidentiality and integrity.","Enforce **least privilege** by setting user consent to `Do not allow user consent`. Use the **admin consent workflow** to review requests and pre-approve only vetted apps. *If needed*, allow consent only for verified publishers with low-impact scopes. Regularly review existing grants and monitor audit/sign-in logs.",Prowler v4,Azure,FND-0228,Azure-Subscription,2026-07-04,7.5,1,4,30.0,P2 - MEDIUM,MEDIUM,HIGH,0.491,3.68,MEDIUM,0.622
sqlserver_tde_encrypted_with_cmk,SQL server uses a customer-managed key for the TDE protector and all databases have TDE enabled,critical,sqlserver,centralus,sql-cloudguardian-lab-ocdhx,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx,SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has TDE disabled without CMK.,"**Azure SQL Server** uses **Transparent Data Encryption** with a **customer-managed key** in Azure Key Vault, and each database has TDE `Enabled`","Without **TDE with CMK**, data at rest may be unencrypted or controlled by service keys, weakening **confidentiality** and **key custody**. Attackers or insiders could read backups, snapshots, or stolen disks, and you cannot enforce **rotation**, **revocation**, or **separation of duties**, raising compliance and incident response risks.","Use a **customer-managed TDE protector** in Azure Key Vault or Managed HSM and ensure TDE is `Enabled` for every database.
- Apply **least privilege** to key access
- Enable **rotation** and monitor key use
- Protect keys with soft-delete and purge protection
- Enforce via **policy** and maintain key backups for restores",Prowler v4,Azure,FND-0177,Azure-Subscription,2026-07-04,9.5,1,3,28.5,P3 - LOW,HIGH,HIGH,0.782,7.43,HIGH,0.821
sqlserver_tde_encrypted_with_cmk,SQL server uses a customer-managed key for the TDE protector and all databases have TDE enabled,critical,sqlserver,centralus,sql-cloudguardian-lab-6thil,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-6thil,SQL Server sql-cloudguardian-lab-6thil from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has TDE disabled without CMK.,"**Azure SQL Server** uses **Transparent Data Encryption** with a **customer-managed key** in Azure Key Vault, and each database has TDE `Enabled`","Without **TDE with CMK**, data at rest may be unencrypted or controlled by service keys, weakening **confidentiality** and **key custody**. Attackers or insiders could read backups, snapshots, or stolen disks, and you cannot enforce **rotation**, **revocation**, or **separation of duties**, raising compliance and incident response risks.","Use a **customer-managed TDE protector** in Azure Key Vault or Managed HSM and ensure TDE is `Enabled` for every database.
- Apply **least privilege** to key access
- Enable **rotation** and monitor key use
- Protect keys with soft-delete and purge protection
- Enforce via **policy** and maintain key backups for restores",Prowler v4,Azure,FND-0259,Azure-Subscription,2026-07-04,9.5,1,3,28.5,P3 - LOW,HIGH,HIGH,0.839,7.97,HIGH,0.821
